objective,colsample_bylevel,learning_rate,depth,iterations,l2_leaf_reg,bootstrap_type,boosting_type,scale_pos_weight,random_strength
Logloss,0.08401802178063367,0.04559382474650909,6,38,10,MVS,Ordered,4,0.5398193090464866
